project,branch,bug_report
wicket,bugs-dot-jar_WICKET-4276_32c76c4a,"{'BugID': 'WICKET-4276', 'Summary': ""Select component loses it's value"", 'Description': ""Select component loses selected option and shows the first option in some situations (one example is when you try to submit a form, but there are validation errors).\n\nIt was working fine in 1.4.18, but it's broken in 1.4.19.This must be caused by the solution from this issue https://issues.apache.org/jira/browse/WICKET-3962\nI think the problem is likely in Select.isSelected method, where String[] paths = getInputAsArray() is actually an array of uuid-s, so uuid-s are compared to paths.\n\nI haven't tested wicket 1.5, but this problem may also affect 1.5 versions.""}"
wicket,bugs-dot-jar_WICKET-428_4a6a573b,"{'BugID': 'WICKET-428', 'Summary': 'MiniMap.iterator().next() should throw NoSuchElementException', 'Description': 'The wicket.util.collections.MiniMap.iterator().next() should throw NoSuchElementException when there are no more elements to return (line 235), please add:\nif(i >= size)\n    throw new NoSuchElementException();\n'}"
wicket,bugs-dot-jar_WICKET-428_d906576c,"{'BugID': 'WICKET-428', 'Summary': 'MiniMap.iterator().next() should throw NoSuchElementException', 'Description': 'The wicket.util.collections.MiniMap.iterator().next() should throw NoSuchElementException when there are no more elements to return (line 235), please add:\nif(i >= size)\n    throw new NoSuchElementException();\n'}"
wicket,bugs-dot-jar_WICKET-4290_e1953357,"{'BugID': 'WICKET-4290', 'Summary': ""Confusion between a form component's wicket:id and a PageParameter in Wicket 1.5.x"", 'Description': 'A Form has a strange behavior when a component has the same wicket:id than a page parameter.\n\nTo create a Bookmarkable link after a form is submited, setResponsePage is called, and a PageParameter object is given as a parameter : \n\t\t\tPageParameters params = new PageParameters();\n\t\t\tparams.add(""searchString"", searchField.getValue());\n\t\t\tsetResponsePage(SomePage.class, params);\n\nIn Wicket 1.5, if ""searchString"" is also a form-component\'s wicket:id, the form will only be submitted once : \nsearchField.getValue() will always return the first value entered by the user.\n\n\nHere\'s an example : \n\npublic class SearchPanel extends Panel {\n\n\tpublic SearchPanel(String id) {\n\t\tsuper(id);\n\t\tadd(new SearchForm(""searchForm""));\n\t}\n\n\tprivate class SearchForm extends Form<String> {\n\n\t\tprivate static final long serialVersionUID = 1L;\n\t\tprivate TextField<String> searchField;\n\n\t\tpublic SearchForm(String id) {\n\t\t\tsuper(id);\n\t\t\tsearchField = new TextField<String>(""searchString"", new Model<String>(""""));\n\t\t\tadd(searchField);\n\t\t}\n\n\t\t@Override\n\t\tpublic void onSubmit() {\n\t\t\tPageParameters params = new PageParameters();\n\t\t\tparams.add(""searchString"", searchField.getValue());\n\t\t\tsetResponsePage(ListContactsPage.class, params);\n\t\t}\n\t}\n}\n\n\nI tested the same application with Wicket 1.4.17 and it was fine. I only had this problem in Wicket 1.5.2 and 1.5.3.'}"
wicket,bugs-dot-jar_WICKET-4292_9cb617ae,"{'BugID': 'WICKET-4292', 'Summary': 'MockHttpServletResponse.addCookie(Cookie) adds duplicate cookies', 'Description': 'org.apache.wicket.protocol.http.mock.MockHttpServletResponse.addCookie(Cookie) makes a bad check whether the cookie to be added is already in the list of cookies.\nSince javax.servlet.http.Cookie doesn\'t implement #equals() ""cookies.remove(cookie)"" wont remove the previous cookie because the identity is different.\n\nAccording to http://www.ietf.org/rfc/rfc2109.txt, p.4.3.3 :\n\n If a user agent receives a Set-Cookie response header whose NAME is\n   the same as a pre-existing cookie, and whose Domain and Path\n   attribute values exactly (string) match those of a pre-existing\n   cookie, the new cookie supersedes the old.  However, if the Set-\n   Cookie has a value for Max-Age of zero, the (old and new) cookie is\n   discarded.  Otherwise cookies accumulate until they expire (resources\n   permitting), at which time they are discarded.\n\nI.e. the equality is on the name, path and domain.'}"
wicket,bugs-dot-jar_WICKET-4301_50b52742,"{'BugID': 'WICKET-4301', 'Summary': 'ByteArrayResource throws error if data is null', 'Description': 'When ByteArrayResource#getData(org.apache.wicket.request.resource.IResource.Attributes) returns null, the class throws a WicketRuntimeException.\n\nThis behavior differs from DynamicImageResource and ResourceStreamResource which instead issue the following call:\nresponse.setError(HttpServletResponse.SC_NOT_FOUND);\n\nByteArrayResource should follow the same behavior. This would allow for instance to use it for resources which depend on the contents of attributes.getParameters(). When the parameters are invalid, a 404 should be issued instead of an exception.'}"
wicket,bugs-dot-jar_WICKET-4309_b4274415,"{'BugID': 'WICKET-4309', 'Summary': 'StringValueConversionException for correct situation', 'Description': 'StringValue.toOptionalLong() produces org.apache.wicket.util.string.StringValueConversionException if empty string was passed.\nLet me suggest, that this behavior should be changes for all toOptionalXXX methods except getOptionalString method.\n\nThe problem in inner code:\n\nThe problem in following code:\n\npublic final Long toOptionalLong() throws StringValueConversionException\n    {\n        return (text == null) ? null : toLongObject();\n    }\n\nShould be something like this:\n\nThe problem in following code:\n\npublic final Long toOptionalLong() throws StringValueConversionException\n    {\n        return Strings.isEmpty() ? null : toLongObject();\n    }\n\nBut there is another problem: what to do if incorrect param was passed - for example ""abc"" for parameter of Long type?'}"
wicket,bugs-dot-jar_WICKET-4323_e24874da,"{'BugID': 'WICKET-4323', 'Summary': ""StringResourceModels doesn't seem to detach properly"", 'Description': 'If a StringResourceModel contains a model for property substitutions, and there has not been assigned a component it is relative to on construction time, it will not detach the property substitution model.\n\nSee this thread for a full explanation\nhttp://apache-wicket.1842946.n4.nabble.com/StringResourceModels-doesn-t-seem-to-detach-properly-td4257267.html'}"
wicket,bugs-dot-jar_WICKET-4338_9decad35,"{'BugID': 'WICKET-4338', 'Summary': 'POST params ignored by IPageParametersEncoder#decodePageParameters()', 'Description': ""As per this conversation: http://apache-wicket.1842946.n4.nabble.com/how-to-get-https-port-number-in-Wicket-1-5-td4295139.html\n\nit seems that POST params are not properly processed and made available as PageParameters. Can anyone say whether this is intended behavior or not? I will attach a Quickstart to demonstrate.\n\nMartin's proposed fix is straightforward, but I am not comfortable enough with Wicket internals to say whether or not this would break something.\n\nThanks\n""}"
wicket,bugs-dot-jar_WICKET-4345_4f08e6f2,"{'BugID': 'WICKET-4345', 'Summary': 'CryptoMapper does not work for applications having a home page that needs query parameters', 'Description': 'CryptoMapper.decryptUrl() should not return null for requests like http://myhost/MyApplication/app/?param=xx \n\nAs a possible fix one can replace\n\nif (encryptedUrl.getSegments().isEmpty() && encryptedUrl.getQueryParameters().isEmpty()) {\n           return encryptedUrl;\n}\n\nwith \n\nif (encryptedUrl.getSegments().isEmpty()) {\n           return encryptedUrl;\n}\n\nbut I suspect that the original test is intended to answer to another use case... '}"
wicket,bugs-dot-jar_WICKET-4358_02ebc8ae,"{'BugID': 'WICKET-4358', 'Summary': 'BufferedWebResponse fails to add/clear cookie in redirect', 'Description': 'bufferedWebResponse.addCookie( cookie );\n\nThat fails under certain conditions: (1) when called on the last of three 302 redirects during OpenID login; and (2) on single redirect immediately after container startup, though it later recovers.  Failure confirmed in Firebug; no cookies sent in any of the response headers.  My workaround is to bypass the buffered response.  This works:\n\n((HttpServletResponse)bufferedWebResponse.getContainerResponse()).addCookie( cookie );\n'}"
wicket,bugs-dot-jar_WICKET-4365_1485a856,"{'BugID': 'WICKET-4365', 'Summary': ""Form components' name/value are encoded in stateless form's action url"", 'Description': ""Stateless forms aren't working well as you can see on wicket examples: http://www.wicket-library.com/wicket-examples/stateless/foo\n\nThe first time you submit, (for example, the value 10), everything works as supposed to. If you now change the value (to 11 for example) and submit the form, the value wicket shows is 10.\n\nI think the problem is stateless forms are generating an action URL with submitted values on query string, and when you resubmit the form, this values on query string replace the POST(or GET) values.""}"
wicket,bugs-dot-jar_WICKET-4370_7ca927c1,"{'BugID': 'WICKET-4370', 'Summary': 'HttpSession getSession() in MockHttpServletRequest is not compliant with the j2ee servlet spec', 'Description': 'The implementation of\nhttpRequest.getSession();\nfor MockHttpServletRequest seems not correct since it can return null when\nthe servler api specs\n(http://docs.oracle.com/javaee/1.4/api/) says:\n\npublic HttpSession getSession()\nReturns the current session associated with this request, or if the request\ndoes not have a session, creates one.\n\nSo as far as I understand\nhttpRequest.getSession(); and httpRequest.getSession(true); are equivalent\n\nThe MockHttpServletRequest implementation is\n\n   public HttpSession getSession()\n   {\n       if (session instanceof MockHttpSession &&\n((MockHttpSession)session).isTemporary())\n       {\n           return null;\n       }\n       return session;\n   }\n\nI think it should be \n   public HttpSession getSession()\n   {\n       return getSession(true);\n   }\n\n'}"
wicket,bugs-dot-jar_WICKET-4379_7a162f77,"{'BugID': 'WICKET-4379', 'Summary': 'org.apache.wicket.validation.ValidatorAdapter class causes problem with validator properties to be loaded', 'Description': '\nPROBLEM:\n<e1nPL> hi I am having such problem: \n<e1nPL> I have implemented validator by implementing IValidator<T> interface\n<e1nPL> and I have impelemnted the same validator by extending AbstractValidator<T> class\n\nCODE:\n    ===================== VALIDATOR EXTENDED FROM AbstractValidator =====================\n    package com.mycompany;\n     \n    import java.util.regex.Pattern;\n    import org.apache.wicket.IClusterable;\n    import org.apache.wicket.util.lang.Classes;\n    import org.apache.wicket.validation.IValidatable;\n    import org.apache.wicket.validation.IValidator;\n    import org.apache.wicket.validation.ValidationError;\n    import org.apache.wicket.validation.validator.AbstractValidator;\n     \n    /**\n     *\n     * @author e1n\n     */\n    public class PasswordPolicyValidator<T> extends AbstractValidator<T> {\n     \n        private static final Pattern UPPER = Pattern.compile(""[A-Z]"");\n        private static final Pattern LOWER = Pattern.compile(""[a-z]"");\n        private static final Pattern NUMBER = Pattern.compile(""[0-9]"");\n       \n        @Override\n        public void onValidate(IValidatable<T> validatable) {\n            final String password = (String)validatable.getValue();\n           \n            if (!NUMBER.matcher(password).find()) {\n                error(validatable, ""no-digit"");\n            }\n            if (!LOWER.matcher(password).find()) {\n                error(validatable, ""no-lower"");\n            }\n            if (!UPPER.matcher(password).find()) {\n                error(validatable, ""no-upper"");\n            }\n     \n        }\n       \n        @Override\n        public void error(IValidatable<T> validatable, String errorKey) {\n            ValidationError err = new ValidationError();\n            err.addMessageKey(Classes.simpleName(getClass()) + ""."" + errorKey);\n            validatable.error(err);\n        }\n       \n    }\n     \n     \n    =============== VALIDATOR directly implementing IValidator interfce ====================\n    package com.mycompany;\n     \n    import java.util.regex.Pattern;\n    import org.apache.wicket.IClusterable;\n    import org.apache.wicket.util.lang.Classes;\n    import org.apache.wicket.validation.IValidatable;\n    import org.apache.wicket.validation.IValidator;\n    import org.apache.wicket.validation.ValidationError;\n    import org.apache.wicket.validation.validator.AbstractValidator;\n     \n    /**\n     *\n     * @author e1n\n     */\n    public class PasswordPolicyValidator<T> implements IValidator<T> {\n     \n        private static final Pattern UPPER = Pattern.compile(""[A-Z]"");\n        private static final Pattern LOWER = Pattern.compile(""[a-z]"");\n        private static final Pattern NUMBER = Pattern.compile(""[0-9]"");\n     \n        public void validate(IValidatable<T> validatable) {\n            final String password = (String)validatable.getValue();\n           \n            if (!NUMBER.matcher(password).find()) {\n                error(validatable, ""no-digit"");\n            }\n            if (!LOWER.matcher(password).find()) {\n                error(validatable, ""no-lower"");\n            }\n            if (!UPPER.matcher(password).find()) {\n                error(validatable, ""no-upper"");\n            }\n     \n        }\n       \n        public void error(IValidatable<T> validatable, String errorKey) {\n            ValidationError err = new ValidationError();\n            err.addMessageKey(Classes.simpleName(getClass()) + ""."" + errorKey);\n            validatable.error(err);\n        }\n       \n    }\n\n\n\n<e1nPL> I also have properties file which is named after validator class\n<e1nPL> and placed in the same package\n<e1nPL> my problem is that when i use to validate my form field validator which implements IValidator interface it is not capable of loading error messages from properties file\n<e1nPL> but when i am using validator which is extending AbstractValidator class\n<e1nPL> properties file with error msgs gets loaded\nPOSSIBLE FIX:\n<e1nPL> ok i have found class which is responsible for my problem and it is probably a bug\n<e1nPL> org.apache.wicket.validation.ValidatorAdapter\n<e1nPL> which wraps classes that directly implements IValidator interface\n<e1nPL> then when resources are loaded, and properties file are searched in class path etc., loaders search in wrong path that is build against org.apache.wicket.validation.ValidatorAdapter \nPLACE WHER FIX SHOULD OCCOUR\norg.apache.wicket.resource.loader.ValidatorStringResourceLoader::loadStringResource(java.lang.Class,java.lang.String,java.util.Locale,java.lang.String,java.lang.String)\n\n'}"
wicket,bugs-dot-jar_WICKET-4384_614e3b50,"{'BugID': 'WICKET-4384', 'Summary': ""improve wicket's handling of empty / null page parameters"", 'Description': ""- DefaultPageFactory#newPage() should be sure to not pass 'null' to a page constructor with page parameters""}"
wicket,bugs-dot-jar_WICKET-4391_5d64196a,"{'BugID': 'WICKET-4391', 'Summary': 'XsltOutputTransformerContainer incorrectly claims markup type ""xsl""', 'Description': 'XsltOutputTransformerContainer return ""xsl"" from getMarkupType(), forcing is on all contained components.\n\nIf the components in org.apache.wicket.markup.outputTransformer.Page_1 are reordered (XsltOutputTransformerContainer coming first) the test fails because no markup for SimpleBorder can be found.'}"
wicket,bugs-dot-jar_WICKET-4398_f88721fd,"{'BugID': 'WICKET-4398', 'Summary': 'Any empty url-parameter will make wicket 1.5 crash', 'Description': 'Adding an empty parameter to the query string will make wicket crash.\n\nhttp://www.example.com/?oneParam&\n\n\nHow to reproduce in test:\n\nPageParameters params = new PageParameters();\nparams.set("""","""");\nparams.getAllNamed();\n\n\nCause:\nWicket accepts empty parameters, but when encoding the url for a rendered page it will call params.getAllNamed().\n\nparams.getAllNamed() instantiates new NamedPairs, which calls Args.notEmpty() on the key during instantiation, causing the application to crash. \n\nThe NamedPair constructor should probably allow empty string as a key, and call Args.notNull() on the key in stead.\n'}"
wicket,bugs-dot-jar_WICKET-442_246d53c5,"{'BugID': 'WICKET-442', 'Summary': 'adding (and querying) feedback messages at construction time fails.', 'Description': 'See http://www.nabble.com/error%28...%29-No-page-found-for-component-tf3497125.html\n\nCurrently, adding (and querying) feedback messages fails whenever it is done on components that are not yet added to a page (or were removed from them due to component replacement).\n\nThere are two ways to fix this. The first fix is attached as a patch, and basically uses a thread local to temporarily store the messages and distribute them to the relevant page instances just in time or when rendering starts. The advantage of this method is that it is completely back wards compatible.\n\nThe other way to fix this is to store all messages, whether component specific or not, in the session, and pull them from there. We need to be careful about how/ when to clean these error messages up though. We can use this issue to think about it a little bit more.'}"
wicket,bugs-dot-jar_WICKET-4441_54c86ebb,"{'BugID': 'WICKET-4441', 'Summary': 'PageProvider should create a new Page instance if PageParameters are changed, even if a stored page exists.', 'Description': ""The 'getStoredPage(int)' method returns a stored page instance even if user changes parameter values encoded into URL, and the PageParameters object of the stored page instance is never changed. So same page is displayed always though user changes url on browser manually.\n\n** HOW TO REPRODUCT **\n\n1. unpack the attached sample project 'pagebug.tar.gz'.\n2. mvn jetty:run\n3. access to http://localhost:8080/user/user1\n\nYou will see a form filled with information about user 1. The user's name is 'user 1', age is 30 and country is 'Japan'.\nThe mount path of this page is '/user/${userId}'. so 'user1' in the accessed url is a parameter value.\n\nafter accessing to the url, the url will be changed to http://localhost:8080/user/user1?0 .  it contains the page id of the currently displayed page.\n\n4. change some values and submit the form. page id will be changed on every submit.\n\n5. change only parameter value in url to 'user2'. Never change page-id.\n\nfor example, if you now access to http://localhost:8080/user/user1?5, change the url to http://localhost:8080/user/user2?5 .\n\n6. This program must display information about user2, because the parameter value of url is changed. But you will see the information of user 1. Wicket always display the page of page-id = 5 (even though user changed url manually).\n\nIn this sample program, I use LoadableDetachableModel for retrieving current parameter-value. But I don't get the new parameter-value because pageParameters object in a page instance is never changed after the construction. pageParameters is fixed in the constructor of Page class.\n\nI think that there are no easy way to retrieve parameter-values encoded into mount-path. Request.getRequestParameters() does not contain parameters encoded into mount-path. So there are no work-around for this issue.\n\n\n** HOW TO FIX THIS ISSUE **\n\nWe must return null from getStoredPage(int) method of PageProvider class, if current PageParameters is not same with the PageParameters of a stored page. In current code, getStoredPage(int) checks only if the class of both pages are same. We must check the PageParameters of both pages.\n\n\n** PATCH **\n\nI attached a pache for PageProvider class. try it.\n\n\n""}"
wicket,bugs-dot-jar_WICKET-4477_2624d2db,"{'BugID': 'WICKET-4477', 'Summary': 'SmartLinkLabel failing to process email with -', 'Description': 'In a similar vein to WICKET-3174 - using SmartLinkLabel with an email address that includes a ""-"" generates a link only on the right-most part of the address. \n\nExample: \n- my-test@example.com \nWill generate a link like: \n- my-<a href=""mailto:test@example.com"">test@example.com</a> \n\nThe addition of the ""-"" char is a valid email address format. '}"
wicket,bugs-dot-jar_WICKET-4483_53442bb4,"{'BugID': 'WICKET-4483', 'Summary': 'Component#setDefaultModel() should call #modelChanging()', 'Description': 'Component#setDefaultModel() should call #modelChanging() as #setDefaultModelObject() does.\nIt worked by chance so far because addStateChange() is called.\n\nhttp://markmail.org/thread/uxl6uufusggqbb6s'}"
wicket,bugs-dot-jar_WICKET-4488_e6582c52,"{'BugID': 'WICKET-4488', 'Summary': 'URL with a previous page version ignores requested page based on mount path', 'Description': 'See discussion on http://mail-archives.apache.org/mod_mbox/wicket-users/201203.mbox/browser\n\nWith 2 mounts /page1 and /page2 to stateful pages and the following sequence:\n1-With a new session, user visits ""/page1"". Displayed URL is ""/page1?0""\n2-Whatever, without expiring session\n3-User requests URL ""/page2?0"" because it was bookmarked, received via email, etc.\n4-Rendered page is ""/page1?0"" which was stored in the page map. The actual URL displayed is ""/wicket/bookmarkable/com.mycompany.Page1?0""\n\nIf a requested page id exists but does not match the page class mounted on the actual requested url, Wicket should not use the old page version. This is very counter-intuitive for users having bookmarks to stateful pages or exchanging links.'}"
wicket,bugs-dot-jar_WICKET-4494_35843c19,"{'BugID': 'WICKET-4494', 'Summary': 'HtmlHandler wrongly handles tags not requiring closed tags if the markup does not have ""top"" level tag', 'Description': 'Hi, \n\nI have custom component (extends MarkupContainer implements IMarkupCacheKeyProvider, IMarkupResourceStreamProvider) which fetches its HTML markup from database. \nFollowing HTML markup: \n\n<img alt="""" src=""logo.png""> \n<br>Some text \n<br>Some more text \n\ncauses following error: \n\n2012-04-12 10:52:53,012 [http-8080-6] ERROR: Unexpected error occurred \nUnable to find close tag for: \'<img alt=""logo"" src=""logo.png"">\' in org.apache.wicket.util.resource.StringResourceStream@3d7e16fc \n MarkupStream: [unknown] \n        at org.apache.wicket.markup.MarkupFragment.<init>(MarkupFragment.java:127) \n        at org.apache.wicket.markup.MarkupStream.getMarkupFragment(MarkupStream.java:485) \n        at org.apache.wicket.MarkupContainer.autoAdd(MarkupContainer.java:244) \n        at org.apache.wicket.MarkupContainer.renderNext(MarkupContainer.java:1421) \n        at org.apache.wicket.MarkupContainer.renderAll(MarkupContainer.java:1596) \n        at org.apache.wicket.MarkupContainer.renderComponentTagBody(MarkupContainer.java:1571) \n        at org.apache.wicket.MarkupContainer.onComponentTagBody(MarkupContainer.java:1525) \n\nI think the problem is that org.apache.wicket.markup.parser.filter.HtmlHandler does not handle such markup correctly. It does not call ComponentTag.setHasNoCloseTag(true) for the img tag. Such call is missing in postProcess() method. I think that this problem can be fixed by inserting: \n\ntop.setHasNoCloseTag(true); \n\nafter line 80 in HtmlHandler.java file. \n\n\nMichal'}"
wicket,bugs-dot-jar_WICKET-4505_a4caaa57,"{'BugID': 'WICKET-4505', 'Summary': 'AbstractTextComponent not escaping html data by default therefore user text is not redisplayed correctly', 'Description': 'User input is not escaped in all text fields by default (and the default is not configurable).\n\nThis leads to user entered text not being redisplayed correctly.\n\n* You can replicate using the project from WICKET-3330.\n* Just enter the text my&frac12;companyname and press enter\n* The field will not redisplay the text entered properly'}"
wicket,bugs-dot-jar_WICKET-4509_b672cb2d,"{'BugID': 'WICKET-4509', 'Summary': 'Spaces in path cause ModifcationWatcher to fail', 'Description': ""The ModificationWatcher isn't able to reload resource files if there's a space in the path.\n\nThe problem is that Files#getLocalFileFromUrl(String) receives an URL encoded String in which spaces are encoded to %20. They are never decoded and passed to File(). The fix is not to use the external representation of an URL but the file representation.""}"
wicket,bugs-dot-jar_WICKET-4511_4ee5ad1f,"{'BugID': 'WICKET-4511', 'Summary': 'Stack overflow when render malformed html.', 'Description': 'Stack overflow when render malformed html.\n\nPlease, note that </HEAD> element is inserted after </body>.\n\nHTML:\n<html>\n<head>\n<body>\nMalformed HTML\n</body>\n</head>\n</html>\n\nJava:\npackage com.mycompany;\n\nimport org.apache.wicket.markup.html.WebPage;\npublic class Test1 extends WebPage {\n\tprivate static final long serialVersionUID = -4267477971499123852L;\n\n}\n\n\nThanks.'}"
wicket,bugs-dot-jar_WICKET-4518_a88882f7,"{'BugID': 'WICKET-4518', 'Summary': ""Wicket example 'forminput' is broken due to bad url for IOnChangeListener"", 'Description': ""http://localhost:8080/forminput (wicket-examples) doesn't change the locale of the labels when the locale select is changed.\nThe reason seems to be the produced url: './.?5-1.IOnChangeListener-inputForm-localeSelect' \nThis is parsed to a Url with one empty segment and thus HomePageMapper doesn't match it and doesn't handle it.""}"
wicket,bugs-dot-jar_WICKET-4519_e62ded51,"{'BugID': 'WICKET-4519', 'Summary': 'discrepancy between JavaDoc and code in MarkupContainer#visitChildren()', 'Description': 'The JavaDoc for  MarkupContainer#visitChildren() states that\n ""@param clazz The class of child to visit, or null to visit all children""\n\nThe parameter clazz is used to create a new ClassVisitFilter which in\nits visitObject() does not check for clazz == null, leading to a NPE.'}"
wicket,bugs-dot-jar_WICKET-4520_b91154ea,"{'BugID': 'WICKET-4520', 'Summary': ""Inline enclosure doesn't work if wicket:message attribute is used on the same tag"", 'Description': 'Markup like:\n\n        <div wicket:enclosure=""child"" wicket:message=""title:something"">\n\t        <div>Inner div\n\t\t        <span wicket:id=""child"">Blah</span>\n\t        </div>\n        </div>\n\ndoesn\'t work (Inner div is visible, no matter whether \'child\' is visible or not) because the auto component created for wicket:message breaks somehow wicket:enclosure.\n'}"
wicket,bugs-dot-jar_WICKET-4520_ccb8fc9e,"{'BugID': 'WICKET-4520', 'Summary': ""Inline enclosure doesn't work if wicket:message attribute is used on the same tag"", 'Description': 'Markup like:\n\n        <div wicket:enclosure=""child"" wicket:message=""title:something"">\n\t        <div>Inner div\n\t\t        <span wicket:id=""child"">Blah</span>\n\t        </div>\n        </div>\n\ndoesn\'t work (Inner div is visible, no matter whether \'child\' is visible or not) because the auto component created for wicket:message breaks somehow wicket:enclosure.\n'}"
wicket,bugs-dot-jar_WICKET-4548_9a6a06be,"{'BugID': 'WICKET-4548', 'Summary': 'NullPointerException in org.apache.wicket.markup.html.form.ValidationErrorFeedback', 'Description': 'org.apache.wicket.markup.html.form.ValidationErrorFeedback throws a NPE in the following situation:\n\n- Form with a TextField<Integer> that has a RangeValidator\n- value outside range is entered\n- form is submitted\n\nSee attached quickstart.'}"
wicket,bugs-dot-jar_WICKET-4572_dfc56674,"{'BugID': 'WICKET-4572', 'Summary': 'DiskDataStore returns the wrong page when the page disk space is full ', 'Description': 'If the configured file size for the session data is overflowed (see org.apache.wicket.settings.IStoreSettings#setMaxSizePerSession(Bytes)) then Wicket may return wrong page data (bytes) for a expired page.\n\nThe problem is in org.apache.wicket.pageStore.PageWindowManager#idToWindowIndex which may have several page ids (the keys) pointing to the same window index (values).'}"
wicket,bugs-dot-jar_WICKET-4578_c66cf607,"{'BugID': 'WICKET-4578', 'Summary': 'Link always causes Page to become stateful, regardless of visibility', 'Description': 'Despite the changes made in WICKET-4468 , an invisible Link still causes a Page to become stateful. \n\nThe problem seems to be that Component#isStateless does this before even checking the visibility: \n\n\t\tif (!getStatelessHint())\n\t\t{\n\t\t\treturn false;\n\t\t}\n\n\n... and Link#getStatelessHint() just contains just ""return false"" . '}"
wicket,bugs-dot-jar_WICKET-4594_556a2236,"{'BugID': 'WICKET-4594', 'Summary': 'Do not use the parsed PageParameters when re-creating an expired page', 'Description': ""WICKET-4014 and WICKET-4290 provided functionality to re-create an expired page if there is a mount path in the current request's url.\nThere is a minor problem with that because the page parameters are passed to the freshly created page. I.e. parameters for a callback behavior are now set as page construction parameters.\nSince the execution of the behavior is ignored for the recreated page these parameters should be ignored too.""}"
wicket,bugs-dot-jar_WICKET-4594_5e1bf8d8,"{'BugID': 'WICKET-4594', 'Summary': 'Do not use the parsed PageParameters when re-creating an expired page', 'Description': ""WICKET-4014 and WICKET-4290 provided functionality to re-create an expired page if there is a mount path in the current request's url.\nThere is a minor problem with that because the page parameters are passed to the freshly created page. I.e. parameters for a callback behavior are now set as page construction parameters.\nSince the execution of the behavior is ignored for the recreated page these parameters should be ignored too.""}"
wicket,bugs-dot-jar_WICKET-4597_9dab1bb5,"{'BugID': 'WICKET-4597', 'Summary': 'bug in Duration.toString(Locale locale)', 'Description': 'Duration.toString(Locale locale) misses milliseconds in line 529'}"
wicket,bugs-dot-jar_WICKET-4610_b19a3d69,"{'BugID': 'WICKET-4610', 'Summary': 'WicketTester.assertRedirectUrl always fails because it always thinks the redirect was null', 'Description': 'I have a page which always redirects.\n\nWhen I write a test for this page, tester.assertRedirectUrl(...) always fails with the assertion failure showing that the redirect URL was null.\n\nThe page does redirect when running the application for real and I have stepped through in the debugger when running the test and it goes all the way to the HttpServletResponse.sendRedirect call.\n\nHowever, in the same debugging session, tester.getLastResponse().getRedirectLocation() == null\n\nCut-down example follows.\n\n\npublic class AlwaysRedirectPage extends WebPage\n{\n    public AlwaysRedirectPage()\n    {\n        // redirects to another web server on the same computer\n        throw new RedirectToUrlException(""http://localhost:4333/"");\n    }\n}\n\npublic class TestAlwaysRedirectPage\n{\n    @Test\n    public void test()\n    {\n        WicketTester tester = new WicketTester();\n        tester.startPage(AlwaysRedirectPage.class);\n        tester.assertRedirectUrl(""http://localhost:4333/"");\n    }\n}\n'}"
wicket,bugs-dot-jar_WICKET-4616_dd1df04b,"{'BugID': 'WICKET-4616', 'Summary': ""onError call order doesn't match onSubmit"", 'Description': 'onError in Forms and Buttons should be called in the same order as onSubmit (i.e. post-order).'}"
wicket,bugs-dot-jar_WICKET-4658_ef3adb12,"{'BugID': 'WICKET-4658', 'Summary': 'TabbedPanel CSS ""last"" is wrong if last step is not visible', 'Description': 'TabbedPanel renders a ""last"" CSS class for the last tab, this fails however if the last tab is not visible.'}"
wicket,bugs-dot-jar_WICKET-4659_ccd74641,"{'BugID': 'WICKET-4659', 'Summary': 'The default exception mapper is replying cacheable exceptional responses', 'Description': 'The problem is that some common URLs in the application like to a page instance are responding the cached exception page rather than hitting the server for the page instance being requested. It happens because at some moment in the past a exception page were replied and cached for a request in this URL.'}"
wicket,bugs-dot-jar_WICKET-4664_2fcb3417,"{'BugID': 'WICKET-4664', 'Summary': 'Url#getQueryString(charset) method returns quesrystring with ""?"" prefixed to it', 'Description': 'i have just pointed out 6.0.0-beta3/6.x but it must be same in 1.5.x too ,afaik ""?"" is not considered part of querystring ,""?"" is considered separator see http://tools.ietf.org/html/rfc3986#section-3\nthis method is used in Url#toString() too which can be easily fixed but it may be used at other places too so i don\'t know if removing ""?"" will break things now.\n\nso how things break currently\nRequestUtils.decodeParameters(url.getQueryString(),parameters);\ndecodeparameters will considered first key to be ""?key"" \nso may be requestutils#decodeparameters method should strip away ""?"" if it\'s present in the query string before populating pageparameters\n\nthanks!\n\n\n'}"
wicket,bugs-dot-jar_WICKET-4679_f3ec1503,"{'BugID': 'WICKET-4679', 'Summary': ""XmlPullParser doesn't parse correctly attributes with complex namespace"", 'Description': 'Having a markup like:\n<a class=""addthis_button_google_plusone_badge"" g:plusone:size=""smallbadge""  g:plusone:href=""https://plus.google.com/25252/""></a> causes XmlPullParser to throw the following exception:\n\njava.text.ParseException: Same attribute found twice: g:plusone (line 19, column 100)\n     at org.apache.wicket.markup.parser.XmlPullParser.parseTagText(XmlPullParser.java:673)\n     at org.apache.wicket.markup.parser.XmlPullParser.next(XmlPullParser.java:294)\n     at org.apache.wicket.markup.parser.filter.RootMarkupFilter.nextElement(RootMarkupFilter.java:58)\n.....'}"
